年度,リーグ,ステージ,試合No,日付,時間,チーム名,選手名,スコア,着順,試合,得点,選手ID
2026,Aリーグ,レギュラー, 54 ,2026/06/01,21:52:13,MJAC愛好会,おかぴー,22.2,2着,,42200,P0079
2026,Aリーグ,レギュラー, 54 ,2026/06/01,21:52:13,レッドリボン軍,カオス,-36.3,3着,,3700,P0089
2026,Aリーグ,レギュラー, 54 ,2026/06/01,21:52:13,HIVE,ぽこぽこぽこり,-57.0,4着,,3000,P0179
2026,Bリーグ,レギュラー, 55 ,2026/06/01,22:25:37,Brave Revengers,nesre,54.0,1着,第二試合,34000,P0047
2026,Bリーグ,レギュラー, 55 ,2026/06/01,22:25:37,Team MJ lovers,中出雄介,3.8,2着,,23800,P0298
2026,Bリーグ,レギュラー, 55 ,2026/06/01,22:25:37,さわやかMJ野郎の会,海賊王,-16.5,3着,,23500,P0238
2026,Bリーグ,レギュラー, 55 ,2026/06/01,22:25:37,おたまーず,くれば,-41.3,4着,,18700,P0101
2026,Bリーグ,レギュラー, 56 ,2026/06/01,22:27:24,楽しめばイイ雀,小四喜大好き,73.2,1着,第二試合,53200,P0272
2026,Bリーグ,レギュラー, 56 ,2026/06/01,22:27:24,他力本願寺,桐生れいか,11.6,2着,,31600,P0252
2026,Bリーグ,レギュラー, 56 ,2026/06/01,22:27:24,教室生☆KSC,悠紀子,-31.7,3着,,8300,P0318
2026,Bリーグ,レギュラー, 56 ,2026/06/01,22:27:24,TEAM AJITO,明信,-53.1,4着,,6900,P0315
2026,Aリーグ,レギュラー, 57 ,2026/06/01,22:32:53,enjoyすればイイ雀！,Blush,58.1,1着,第二試合,38100,P0019
2026,Aリーグ,レギュラー, 57 ,2026/06/01,22:32:53,MJ東京,aimoni,7.9,2着,,27900,P0015
2026,Aリーグ,レギュラー, 57 ,2026/06/01,22:32:53,電光石火,EmperorTime,-15.2,3着,,24800,P0024
2026,Aリーグ,レギュラー, 57 ,2026/06/01,22:32:53,ＺＯＯ,rinruka,-50.8,4着,,9200,P0052
2026,Aリーグ,レギュラー, 58 ,2026/06/01,22:33:35,最強位ズ,まびたん,63.8,1着,第二試合,43800,P0187
2026,Aリーグ,レギュラー, 58 ,2026/06/01,22:33:35,武装,しんじゃうツモ,9.6,2着,,29600,P0119
2026,Aリーグ,レギュラー, 58 ,2026/06/01,22:33:35,SSブルーバーズ,鈴木正道,-18.0,3着,,22000,P0004
2026,Aリーグ,レギュラー, 58 ,2026/06/01,22:33:35,たちこまーず,まぽぽ,-55.4,4着,,4600,P0188
2026,Aリーグ,レギュラー, 59 ,2026/06/01,22:39:26,レッドリボン軍,かじ,56.5,1着,第二試合,36500,P0090
2026,Aリーグ,レギュラー, 59 ,2026/06/01,22:39:26,SILVER WOLVES,田口淳之介,11.7,2着,,31700,P0269
2026,Aリーグ,レギュラー, 59 ,2026/06/01,22:39:26,MJAC愛好会,湾奥アングラー,-11.5,3着,,28500,P0323
2026,Aリーグ,レギュラー, 59 ,2026/06/01,22:39:26,HIVE,最後のZ戦士達,-56.7,4着,,3300,P0261
2026,Bリーグ,レギュラー, 60 ,2026/06/01,22:51:41,IRU,猪突猛進男,70.7,1着,第二試合,50700,P0299
2026,Bリーグ,レギュラー, 60 ,2026/06/01,22:51:41,チートイズ,おさやスイープ,5.4,2着,,25400,P0081
2026,Bリーグ,レギュラー, 60 ,2026/06/01,22:51:41,Vertice,フィーレン,-25.2,3着,,14800,P0164
2026,Bリーグ,レギュラー, 60 ,2026/06/01,22:51:41,La vie en Rose,★神威★,-50.9,4着,,9100,P0007
2026,Bリーグ,レギュラー, 61 ,2026/06/02,21:29:46,他力本願寺,YOU太郎,55.6,1着,第一試合,35600,P0064
2026,Bリーグ,レギュラー, 61 ,2026/06/02,21:29:46,TEAM AJITO,神田大行,6.9,2着,,26900,P0282
2026,Bリーグ,レギュラー, 61 ,2026/06/02,21:29:46,IRU,？？？？？,-20.5,3着,,19500,P0001
2026,Bリーグ,レギュラー, 61 ,2026/06/02,21:29:46,Team MJ lovers,溝渕智也,-42.0,4着,,18000,P0259
2026,Bリーグ,レギュラー, 62 ,2026/06/02,21:30:49,おたまーず,くれば,64.2,1着,第一試合,44200,P0101
2026,Bリーグ,レギュラー, 62 ,2026/06/02,21:30:49,チートイズ,dia,16.9,2着,,36900,P0023
2026,Bリーグ,レギュラー, 62 ,2026/06/02,21:30:49,La vie en Rose,匕首◆,-18.2,3着,,21800,P0325
2026,Bリーグ,レギュラー, 62 ,2026/06/02,21:30:49,教室生☆KSC,w-baby,-62.9,4着,,-2900,P0060
2026,Bリーグ,レギュラー, 63 ,2026/06/02,21:33:46,さわやかMJ野郎の会,黒太郎@SMY会,63.5,1着,第一試合,43500,P0260
2026,Bリーグ,レギュラー, 63 ,2026/06/02,21:33:46,Brave Revengers,みり,12.3,2着,,32300,P0196
2026,Bリーグ,レギュラー, 63 ,2026/06/02,21:33:46,Vertice,フィーレン,-24.2,3着,,15800,P0164
2026,Bリーグ,レギュラー, 63 ,2026/06/02,21:33:46,楽しめばイイ雀,ゆうやなのだ,-51.6,4着,,8400,P0205
2026,Aリーグ,レギュラー, 64 ,2026/06/02,21:38:13,たちこまーず,おしゃる,61.0,1着,第一試合,41000,P0082
2026,Aリーグ,レギュラー, 64 ,2026/06/02,21:38:13,ＺＯＯ,すー,9.7,2着,,29700,P0121
2026,Aリーグ,レギュラー, 64 ,2026/06/02,21:38:13,SILVER WOLVES,松崎真也,-21.6,3着,,18400,P0276
2026,Aリーグ,レギュラー, 64 ,2026/06/02,21:38:13,HIVE,ぼうや@HIVE,-49.1,4着,,10900,P0177
2026,Aリーグ,レギュラー, 65 ,2026/06/02,21:39:21,電光石火,魔王,58.2,1着,第一試合,38200,P0312
2026,Aリーグ,レギュラー, 65 ,2026/06/02,21:39:21,MJ東京,J,16.3,2着,,36300,P0032
2026,Aリーグ,レギュラー, 65 ,2026/06/02,21:39:21,武装,アベキング,-25.8,3着,,14200,P0070
2026,Aリーグ,レギュラー, 65 ,2026/06/02,21:39:21,MJAC愛好会,ロッキンポ,-48.7,4着,,11300,P0223
2026,Aリーグ,レギュラー, 66 ,2026/06/02,21:55:10,最強位ズ,ねこます,55.7,1着,第一試合,35700,P0155
2026,Aリーグ,レギュラー, 66 ,2026/06/02,21:55:10,レッドリボン軍,とと,14.2,2着,,34200,P0144
2026,Aリーグ,レギュラー, 66 ,2026/06/02,21:55:10,enjoyすればイイ雀！,銀河,-17.6,3着,,22400,P0253
2026,Aリーグ,レギュラー, 66 ,2026/06/02,21:55:10,SSブルーバーズ,どうみき,-52.3,4着,,7700,P0141
2026,Aリーグ,レギュラー, 67 ,2026/06/02,22:27:57,enjoyすればイイ雀！,べびたん,56.3,1着,第二試合,36300,P0173
2026,Aリーグ,レギュラー, 67 ,2026/06/02,22:27:57,レッドリボン軍,なおすけ,8.1,2着,,28100,P0150
2026,Aリーグ,レギュラー, 67 ,2026/06/02,22:27:57,最強位ズ,ダイゴ＠LA,-16.6,3着,,23400,P0130
2026,Aリーグ,レギュラー, 67 ,2026/06/02,22:27:57,SSブルーバーズ,どうみき,-47.8,4着,,12200,P0141
2026,Aリーグ,レギュラー, 68 ,2026/06/02,22:28:56,MJAC愛好会,打撃系ヤルカツ,47.9,1着,第二試合,27900,P0295
2026,Aリーグ,レギュラー, 68 ,2026/06/02,22:28:56,MJ東京,葛餅,6.9,2着,,26900,P0240
2026,Aリーグ,レギュラー, 68 ,2026/06/02,22:28:56,電光石火,k-k,-14.6,3着,,25400,P0034
2026,Aリーグ,レギュラー, 68 ,2026/06/02,22:28:56,武装,乙子,-40.2,4着,,19800,P0236
2026,Aリーグ,レギュラー, 69 ,2026/06/02,22:29:49,ＺＯＯ,サンタマルコ,53.2,1着,第二試合,33200,P0110
2026,Aリーグ,レギュラー, 69 ,2026/06/02,22:29:49,たちこまーず,シクラメン富男,8.5,2着,,28500,P0113
2026,Aリーグ,レギュラー, 69 ,2026/06/02,22:29:49,HIVE,最後のZ戦士達,-15.1,3着,,24900,P0261
2026,Aリーグ,レギュラー, 69 ,2026/06/02,22:29:49,SILVER WOLVES,店長倍損の上司,-46.6,4着,,13400,P0302
2026,Bリーグ,レギュラー, 70 ,2026/06/02,22:32:37,教室生☆KSC,元教室生タク,72.3,1着,第二試合,52300,P0255
2026,Bリーグ,レギュラー, 70 ,2026/06/02,22:32:37,おたまーず,樹央,16.1,2着,,36100,P0268
2026,Bリーグ,レギュラー, 70 ,2026/06/02,22:32:37,チートイズ,014のりたま,-30.8,3着,,9200,P0011
2026,Bリーグ,レギュラー, 70 ,2026/06/02,22:32:37,La vie en Rose,シェリさん,-57.6,4着,,2400,P0112
2026,Bリーグ,レギュラー, 71 ,2026/06/02,22:35:12,さわやかMJ野郎の会,海賊王,66.6,1着,第二試合,46600,P0238
2026,Bリーグ,レギュラー, 71 ,2026/06/02,22:35:12,Brave Revengers,だーはら,2.2,2着,,22200,P0129
2026,Bリーグ,レギュラー, 71 ,2026/06/02,22:35:12,Vertice,抹茶,-20.0,3着,,20000,P0314
2026,Bリーグ,レギュラー, 71 ,2026/06/02,22:35:12,楽しめばイイ雀,Kou,-48.8,4着,,11200,P0038
2026,Bリーグ,レギュラー, 72 ,2026/06/02,22:35:29,TEAM AJITO,chemi,56.4,1着,第二試合,36400,P0022
2026,Bリーグ,レギュラー, 72 ,2026/06/02,22:35:29,IRU,蒼,9.2,2着,,29200,P0293
2026,Bリーグ,レギュラー, 72 ,2026/06/02,22:35:29,Team MJ lovers,ゆっしー@,-20.7,3着,,19300,P0207
2026,Bリーグ,レギュラー, 72 ,2026/06/02,22:35:29,他力本願寺,まんまるきや,-44.9,4着,,15100,P0191
2026,Aリーグ,レギュラー, 73 ,2026/06/04,21:29:38,電光石火,どっち？弾平,57.5,1着,第一試合,37500,P0143
2026,Aリーグ,レギュラー, 73 ,2026/06/04,21:29:38,レッドリボン軍,レッド総帥,15.9,2着,,35900,P0221
2026,Aリーグ,レギュラー, 73 ,2026/06/04,21:29:38,HIVE,カルア,-18.5,3着,,21500,P0093
2026,Aリーグ,レギュラー, 73 ,2026/06/04,21:29:38,MJAC愛好会,教室生 ユウ,-54.9,4着,,5100,P0248
2026,Aリーグ,レギュラー, 74 ,2026/06/04,21:35:04,最強位ズ,ｒｒｒｒｒｒ,69.8,1着,第一試合,49800,P0053
2026,Aリーグ,レギュラー, 74 ,2026/06/04,21:35:04,SSブルーバーズ,石田亮太,13.4,2着,,33400,P0014
2026,Aリーグ,レギュラー, 74 ,2026/06/04,21:35:04,MJ東京,キラ、,-20.4,3着,,19600,P0096
2026,Aリーグ,レギュラー, 74 ,2026/06/04,21:35:04,ＺＯＯ,ご飯にバター,-62.8,4着,,-2800,P0106
2026,Aリーグ,レギュラー, 75 ,2026/06/04,21:38:56,enjoyすればイイ雀！,みや,79.0,1着,第一試合,59000,P0195
2026,Aリーグ,レギュラー, 75 ,2026/06/04,21:38:56,たちこまーず,JILL,15.6,2着,,35600,P0033
2026,Aリーグ,レギュラー, 75 ,2026/06/04,21:38:56,SILVER WOLVES,まーくん RMU,-34.8,3着,,5200,P0184
2026,Aリーグ,レギュラー, 75 ,2026/06/04,21:38:56,武装,とむとむ,-59.8,4着,,200,P0146
2026,Bリーグ,レギュラー, 76 ,2026/06/04,21:41:34,さわやかMJ野郎の会,はなびん,59.1,1着,第一試合,39100,P0159
2026,Bリーグ,レギュラー, 76 ,2026/06/04,21:41:34,IRU,aoking,5.1,2着,,25100,P0017
2026,Bリーグ,レギュラー, 76 ,2026/06/04,21:41:34,Vertice,みーやん19,-16.9,3着,,23100,P0192
2026,Bリーグ,レギュラー, 76 ,2026/06/04,21:41:34,教室生☆KSC,Redstar,-47.3,4着,,12700,P0051
2026,Bリーグ,レギュラー, 77 ,2026/06/04,21:43:23,Team MJ lovers,小林宏康,78.1,1着,第一試合,58100,P0275
2026,Bリーグ,レギュラー, 77 ,2026/06/04,21:43:23,Brave Revengers,りゅー,12.8,2着,,32800,P0215
2026,Bリーグ,レギュラー, 77 ,2026/06/04,21:43:23,おたまーず,おたま♪,-27.4,3着,,12600,P0084
2026,Bリーグ,レギュラー, 77 ,2026/06/04,21:43:23,他力本願寺,たくおっち,-63.5,4着,,-3500,P0132
2026,Bリーグ,レギュラー, 78 ,2026/06/04,22:07:13,TEAM AJITO,支援紳士,70.4,1着,第一試合,50400,P0265
2026,Bリーグ,レギュラー, 78 ,2026/06/04,22:07:13,La vie en Rose,まんまる,8.2,2着,,28200,P0190
2026,Bリーグ,レギュラー, 78 ,2026/06/04,22:07:13,楽しめばイイ雀,nana.jo,-17.9,3着,,22100,P0045
2026,Bリーグ,レギュラー, 78 ,2026/06/04,22:07:13,チートイズ,あすてる,-60.7,4着,,-700,P0067
2026,Aリーグ,レギュラー, 79 ,2026/06/04,22:34:17,ＺＯＯ,rinruka,74.9,1着,第二試合,54900,P0052
2026,Aリーグ,レギュラー, 79 ,2026/06/04,22:34:17,MJ東京,えんがわ,26.4,2着,,46400,P0078
2026,Aリーグ,レギュラー, 79 ,2026/06/04,22:34:17,最強位ズ,Hiromu,-22.3,3着,,17700,P0030
2026,Aリーグ,レギュラー, 79 ,2026/06/04,22:34:17,SSブルーバーズ,ハナノア,-79.0,4着,,-19000,P0158
2026,Bリーグ,レギュラー, 80 ,2026/06/04,22:34:21,教室生☆KSC,悠紀子,50.1,1着,第二試合,30100,P0318
2026,Bリーグ,レギュラー, 80 ,2026/06/04,22:34:21,IRU,奥山瞭,8.8,2着,,28800,P0216
2026,Bリーグ,レギュラー, 80 ,2026/06/04,22:34:21,Vertice,しょう&るな,-12.5,3着,,27500,P0117
2026,Bリーグ,レギュラー, 80 ,2026/06/04,22:34:21,さわやかMJ野郎の会,★月刃★,-46.4,4着,,13600,P0006
2026,Bリーグ,レギュラー, 81 ,2026/06/04,22:34:57,チートイズ,しげぞー,53.7,1着,第二試合,33700,P0114
2026,Bリーグ,レギュラー, 81 ,2026/06/04,22:34:57,楽しめばイイ雀,七対子大好き,12.4,2着,,32400,P0267
2026,Bリーグ,レギュラー, 81 ,2026/06/04,22:34:57,TEAM AJITO,TOM,-20.3,3着,,19700,P0057
2026,Bリーグ,レギュラー, 81 ,2026/06/04,22:34:57,La vie en Rose,なほみん,-45.8,4着,,14200,P0153
2026,Aリーグ,レギュラー, 82 ,2026/06/04,22:35:21,HIVE,せいたろう,53.9,1着,第二試合,33900,P0122
2026,Aリーグ,レギュラー, 82 ,2026/06/04,22:35:21,電光石火,けっけ,7.9,2着,,27900,P0102
2026,Aリーグ,レギュラー, 82 ,2026/06/04,22:35:21,MJAC愛好会,冬のミルク,-13.7,3着,,26300,P0304
2026,Aリーグ,レギュラー, 82 ,2026/06/04,22:35:21,レッドリボン軍,ベヘリット,-48.1,4着,,11900,P0174
2026,Bリーグ,レギュラー, 83 ,2026/06/04,22:41:26,Team MJ lovers,小林宏康,71.8,1着,第二試合,51800,P0275
2026,Bリーグ,レギュラー, 83 ,2026/06/04,22:41:26,他力本願寺,まんまるきや,20.8,2着,,40800,P0191
2026,Bリーグ,レギュラー, 83 ,2026/06/04,22:41:26,Brave Revengers,りきまーる,-26.5,3着,,13500,P0214
2026,Bリーグ,レギュラー, 83 ,2026/06/04,22:41:26,おたまーず,おたま♪,-66.1,4着,,-6100,P0084
2026,Aリーグ,レギュラー, 84 ,2026/06/04,22:50:18,武装,赤哲,61.7,1着,第二試合,41700,P0288
2026,Aリーグ,レギュラー, 84 ,2026/06/04,22:50:18,SILVER WOLVES,石川安牌,15.3,2着,,35300,P0284
2026,Aリーグ,レギュラー, 84 ,2026/06/04,22:50:18,たちこまーず,よつば@tobi,-27.0,3着,,13000,P0211
2026,Aリーグ,レギュラー, 84 ,2026/06/04,22:50:18,enjoyすればイイ雀！,ブロッケンG,-50.0,4着,,10000,P0170
2026,Aリーグ,レギュラー, 85 ,2026/06/05,21:30:17,ＺＯＯ,サンタマルコ,62.1,1着,第一試合,42100,P0110
2026,Aリーグ,レギュラー, 85 ,2026/06/05,21:30:17,たちこまーず,ミズゴロウ♂,13.4,2着,,33400,P0193
2026,Aリーグ,レギュラー, 85 ,2026/06/05,21:30:17,SSブルーバーズ,石田亮太,-24.5,3着,,15500,P0014
2026,Aリーグ,レギュラー, 85 ,2026/06/05,21:30:17,HIVE,郷 ひろし,-51.0,4着,,9000,P0250
2026,Bリーグ,レギュラー, 86 ,2026/06/05,21:32:51,チートイズ,公務員麻雀M,54.9,1着,第一試合,34900,P0258
2026,Bリーグ,レギュラー, 86 ,2026/06/05,21:32:51,Brave Revengers,サブ垢先輩,11.3,2着,,31300,P0109
2026,Bリーグ,レギュラー, 86 ,2026/06/05,21:32:51,Vertice,moka,-18.7,3着,,21300,P0042
2026,Bリーグ,レギュラー, 86 ,2026/06/05,21:32:51,楽しめばイイ雀,わたちゃん,-47.5,4着,,12500,P0226
2026,Aリーグ,レギュラー, 87 ,2026/06/05,21:35:03,レッドリボン軍,B地区,58.2,1着,第一試合,38200,P0021
2026,Aリーグ,レギュラー, 87 ,2026/06/05,21:35:03,武装,乙子,13.3,2着,,33300,P0236
2026,Aリーグ,レギュラー, 87 ,2026/06/05,21:35:03,MJ東京,Mychemi,-23.3,3着,,16700,P0044
2026,Aリーグ,レギュラー, 87 ,2026/06/05,21:35:03,SILVER WOLVES,橋本るり子,-48.2,4着,,11800,P0249
2026,Bリーグ,レギュラー, 88 ,2026/06/05,21:37:49,IRU,？？？？？,58.2,1着,第一試合,38200,P0001
2026,Bリーグ,レギュラー, 88 ,2026/06/05,21:37:49,おたまーず,エイデン二号機,8.6,2着,,28600,P0075
2026,Bリーグ,レギュラー, 88 ,2026/06/05,21:37:49,TEAM AJITO,ヤス,-17.6,3着,,22400,P0199
2026,Bリーグ,レギュラー, 88 ,2026/06/05,21:37:49,さわやかMJ野郎の会,パイ乙戦士全ツ,-49.2,4着,,10800,P0156
2026,Aリーグ,レギュラー, 89 ,2026/06/05,21:40:36,電光石火,ひろとだポン,51.4,1着,第一試合,31400,P0163
2026,Aリーグ,レギュラー, 89 ,2026/06/05,21:40:36,MJAC愛好会,ロンリーボーイ,6.0,2着,,26000,P0224
2026,Aリーグ,レギュラー, 89 ,2026/06/05,21:40:36,enjoyすればイイ雀！,せなmam@,-14.2,3着,,25800,P0124
2026,Aリーグ,レギュラー, 89 ,2026/06/05,21:40:36,最強位ズ,ブ茶ラティ,-43.2,4着,,16800,P0171
2026,Bリーグ,レギュラー, 90 ,2026/06/05,21:43:52,他力本願寺,とり,71.0,1着,第一試合,51000,P0148
2026,Bリーグ,レギュラー, 90 ,2026/06/05,21:43:52,教室生☆KSC,☆魔雀T塾生☆,1.4,2着,,21400,P0010
2026,Bリーグ,レギュラー, 90 ,2026/06/05,21:43:52,La vie en Rose,３１０７,-24.6,3着,,15400,P0013
2026,Bリーグ,レギュラー, 90 ,2026/06/05,21:43:52,Team MJ lovers,ゆっしー@,-47.8,4着,,12200,P0207
2026,Aリーグ,レギュラー, 91 ,2026/06/05,22:20:20,HIVE,一之瀬 優,57.0,1着,第二試合,37000,P0230
2026,Aリーグ,レギュラー, 91 ,2026/06/05,22:20:20,たちこまーず,はち,10.8,2着,,30800,P0157
2026,Aリーグ,レギュラー, 91 ,2026/06/05,22:20:20,ＺＯＯ,すー,-21.9,3着,,18100,P0121
2026,Aリーグ,レギュラー, 91 ,2026/06/05,22:20:20,SSブルーバーズ,Hara,-45.9,4着,,14100,P0029
2026,Aリーグ,レギュラー, 92 ,2026/06/05,22:29:07,電光石火,ひろとだポン,56.3,1着,第二試合,36300,P0163
2026,Aリーグ,レギュラー, 92 ,2026/06/05,22:29:07,MJAC愛好会,湾奥アングラー,6.7,2着,,26700,P0323
2026,Aリーグ,レギュラー, 92 ,2026/06/05,22:29:07,最強位ズ,ねこます,-14.1,3着,,25900,P0155
2026,Aリーグ,レギュラー, 92 ,2026/06/05,22:29:07,enjoyすればイイ雀！,Blush,-48.9,4着,,11100,P0019
2026,Aリーグ,レギュラー, 93 ,2026/06/05,22:29:53,SILVER WOLVES,上野あいみ,64.4,1着,第二試合,44400,P0279
2026,Aリーグ,レギュラー, 93 ,2026/06/05,22:29:53,武装,年賀状,11.9,2着,,31900,P0307
2026,Aリーグ,レギュラー, 93 ,2026/06/05,22:29:53,レッドリボン軍,梁瀬健太郎,-15.7,3着,,24300,P0063
2026,Aリーグ,レギュラー, 93 ,2026/06/05,22:29:53,MJ東京,aimoni,-60.6,4着,,-600,P0015
2026,Bリーグ,レギュラー, 94 ,2026/06/05,22:31:57,さわやかMJ野郎の会,ソニア@SMY会,55.9,1着,第二試合,35900,P0127
2026,Bリーグ,レギュラー, 94 ,2026/06/05,22:31:57,おたまーず,くれば,11.7,2着,,31700,P0101
2026,Bリーグ,レギュラー, 94 ,2026/06/05,22:31:57,IRU,uki,-21.6,3着,,18400,P0059
2026,Bリーグ,レギュラー, 94 ,2026/06/05,22:31:57,TEAM AJITO,KGRS,-46.0,4着,,14000,P0037
2026,Bリーグ,レギュラー, 95 ,2026/06/05,22:36:53,他力本願寺,桐生れいか,64.6,1着,第二試合,44600,P0252
2026,Bリーグ,レギュラー, 95 ,2026/06/05,22:36:53,La vie en Rose,ジョーカー,7.1,2着,,27100,P0118
2026,Bリーグ,レギュラー, 95 ,2026/06/05,22:36:53,教室生☆KSC,☆魔雀T塾生☆,-23.7,3着,,16300,P0010
2026,Bリーグ,レギュラー, 95 ,2026/06/05,22:36:53,Team MJ lovers,ゆっしー@,-48.0,4着,,12000,P0207
2026,Bリーグ,レギュラー, 96 ,2026/06/05,22:50:21,Brave Revengers,ペン,50.5,1着,第二試合,30500,P0175
2026,Bリーグ,レギュラー, 96 ,2026/06/05,22:50:21,Vertice,moka,8.3,2着,,28300,P0042
2026,Bリーグ,レギュラー, 96 ,2026/06/05,22:50:21,楽しめばイイ雀,くすだま,-16.8,3着,,23200,P0098
2026,Bリーグ,レギュラー, 96 ,2026/06/05,22:50:21,チートイズ,じんぱぱ,-42.0,4着,,18000,P0120
2026,Aリーグ,レギュラー, 97 ,2026/06/08,21:27:38,レッドリボン軍,かじ,61.9,1着,第一試合,41900,P0090
2026,Aリーグ,レギュラー, 97 ,2026/06/08,21:27:38,SSブルーバーズ,きめっち,4.4,2着,,24400,P0095
2026,Aリーグ,レギュラー, 97 ,2026/06/08,21:27:38,電光石火,EmperorTime,-21.3,3着,,18700,P0024
2026,Aリーグ,レギュラー, 97 ,2026/06/08,21:27:38,ＺＯＯ,ご飯にバター,-45.0,4着,,15000,P0106
2026,Aリーグ,レギュラー, 98 ,2026/06/08,21:29:03,HIVE,カルア,53.1,1着,第一試合,33100,P0093
2026,Aリーグ,レギュラー, 98 ,2026/06/08,21:29:03,最強位ズ,ブ茶ラティ,9.5,2着,,29500,P0171
2026,Aリーグ,レギュラー, 98 ,2026/06/08,21:29:03,MJ東京,えんがわ,-11.0,3着,,29000,P0078
2026,Aリーグ,レギュラー, 98 ,2026/06/08,21:29:03,SILVER WOLVES,石川安牌,-51.6,4着,,8400,P0284
2026,Bリーグ,レギュラー, 99 ,2026/06/08,21:29:32,チートイズ,しげぞー,53.5,1着,第一試合,33500,P0114
2026,Bリーグ,レギュラー, 99 ,2026/06/08,21:29:32,楽しめばイイ雀,Kou,12.7,2着,,32700,P0038
2026,Bリーグ,レギュラー, 99 ,2026/06/08,21:29:32,おたまーず,くれば,-21.4,3着,,18600,P0101
2026,Bリーグ,レギュラー, 99 ,2026/06/08,21:29:32,他力本願寺,YOU太郎,-44.8,4着,,15200,P0064
2026,Bリーグ,レギュラー, 100 ,2026/06/08,21:32:45,Team MJ lovers,μゆぅちゃん,58.1,1着,第一試合,38100,P0327
2026,Bリーグ,レギュラー, 100 ,2026/06/08,21:32:45,IRU,猪突猛進男,7.3,2着,,27300,P0299
2026,Bリーグ,レギュラー, 100 ,2026/06/08,21:32:45,Vertice,ゆうー,-15.7,3着,,24300,P0203
2026,Bリーグ,レギュラー, 100 ,2026/06/08,21:32:45,教室生☆KSC,Anmi,-49.7,4着,,10300,P0016
2026,Bリーグ,レギュラー, 101 ,2026/06/08,21:34:24,TEAM AJITO,支援紳士,59.9,1着,第一試合,39900,P0265
2026,Bリーグ,レギュラー, 101 ,2026/06/08,21:34:24,La vie en Rose,なほみん,12.1,2着,,32100,P0153
